frame nummer,x1=,y1=,x2=,y2=,time=
109,0,389,165,688,11.02120852470398
110,1065,152,1631,1077,11.099202632904053
110,213,325,798,1076,11.099202632904053
110,1450,247,1636,602,11.099202632904053
110,757,184,979,613,11.099202632904053
110,1067,247,1267,609,11.099202632904053
110,0,389,165,688,11.099202632904053
111,1094,151,1625,1077,11.176373481750488
111,216,327,798,1076,11.176373481750488
111,1454,247,1636,603,11.176373481750488
111,1067,247,1267,611,11.176373481750488
111,761,184,978,614,11.176373481750488
111,0,390,165,688,11.176373481750488
112,1126,150,1620,1076,11.252199172973633
112,218,325,800,1076,11.252199172973633
112,1457,247,1638,602,11.252199172973633
112,1067,248,1267,610,11.252199172973633
112,758,184,980,613,11.252199172973633
112,0,390,165,688,11.252199172973633
113,225,324,803,1077,11.329877138137817
113,1142,149,1613,1077,11.329877138137817
113,1459,247,1639,602,11.329877138137817
113,758,183,992,612,11.329877138137817
113,1066,247,1265,609,11.330377101898193
113,0,389,165,687,11.330377101898193
114,228,324,809,1077,11.406697273254395
114,1145,150,1606,1077,11.406697273254395
114,1460,247,1638,602,11.406697273254395
114,761,184,990,613,11.406697273254395
114,1067,248,1264,609,11.406697273254395
114,0,390,165,688,11.406697273254395
115,227,323,815,1077,11.483043909072876
115,1146,149,1602,1077,11.483043909072876
115,762,182,995,611,11.483043909072876
115,1067,245,1263,609,11.483043909072876
115,1462,246,1639,602,11.483043909072876
115,0,388,166,686,11.483043909072876
116,228,323,822,1077,11.560883522033691
116,1147,149,1611,1076,11.560883522033691
116,762,182,985,611,11.560883522033691
116,1068,245,1261,609,11.560883522033691
116,1463,245,1638,602,11.560883522033691
116,0,387,166,686,11.560883522033691
117,228,324,840,1077,11.637890338897705
117,1148,149,1624,1077,11.637890338897705
117,759,182,984,611,11.637890338897705
117,1068,244,1262,608,11.638389825820923
117,1465,245,1644,603,11.638389825820923
117,0,388,167,686,11.638389825820923
118,229,326,856,1077,11.71552848815918
118,1150,149,1637,1077,11.71552848815918
118,759,182,996,611,11.71552848815918
118,1466,245,1648,603,11.71552848815918
118,1070,245,1263,609,11.716029644012451
118,0,388,167,688,11.716029644012451
119,231,326,871,1077,11.792531251907349
119,1148,149,1654,1077,11.792531251907349
119,762,182,984,611,11.792531251907349
119,1467,245,1643,602,11.792531251907349
119,1071,244,1266,609,11.792531251907349
119,0,388,166,687,11.792531251907349
120,235,325,884,1077,11.86954951286316
120,1140,148,1671,1077,11.86954951286316
120,1469,243,1646,601,11.86954951286316
120,756,180,986,610,11.86954951286316
120,1070,244,1269,608,11.86954951286316
120,0,387,166,686,11.86954951286316
121,243,324,900,1077,11.946069240570068
121,1125,144,1686,1076,11.946069240570068
121,1070,244,1269,607,11.946069240570068
121,761,179,978,610,11.946069240570068
121,1469,243,1641,601,11.946069240570068
121,0,387,166,686,11.946069240570068
122,256,324,916,1076,12.023525476455688
122,1105,145,1698,1076,12.023525476455688
122,1070,243,1268,607,12.023525476455688
122,762,179,979,610,12.023525476455688
122,1471,244,1646,601,12.023525476455688
122,0,386,165,686,12.023525476455688
123,263,322,929,1077,12.100563526153564
123,1088,145,1710,1076,12.100563526153564
123,1069,241,1266,606,12.100563526153564
123,1472,242,1649,601,12.100563526153564
123,762,177,978,609,12.100563526153564
123,0,385,164,683,12.100563526153564
124,1078,144,1722,1076,12.178586483001709
124,253,321,941,1077,12.178586483001709
124,1068,241,1264,605,12.178586483001709
124,1473,241,1653,601,12.178586483001709
124,756,177,982,608,12.178586483001709
124,0,385,165,684,12.178586483001709
125,1066,143,1737,1076,12.256124258041382
125,244,319,952,1077,12.256124258041382
125,1070,241,1264,606,12.256124258041382
125,1476,241,1643,600,12.256124258041382
125,757,177,982,608,12.256124258041382
125,0,384,165,684,12.256124258041382
126,1055,142,1754,1076,12.337883472442627
